Memory Length,4000,
Trigger Level,4.600E-01,
Source,CH1,
Vertical Units,V,
Vertical Scale,2.000E-01,
Vertical Position,9.600E-02,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,-1.320E-03,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware, V1.12,
Waveform Data,
64,
64,
64,
65,
64,
64,
65,
64,
64,
64,
64,
64,
64,
65,
65,
64,
64,
64,
65,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
65,
65,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
65,
65,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
65,
64,
64,
64,
65,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
65,
64,
65,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
65,
63,
65,
64,
64,
64,
64,
65,
65,
64,
64,
64,
65,
64,
64,
65,
64,
65,
65,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
65,
64,
64,
64,
65,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
64,
64,
64,
65,
65,
64,
65,
64,
64,
64,
64,
64,
64,
64,
66,
64,
64,
65,
65,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
65,
64,
65,
64,
65,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
64,
65,
64,
64,
65,
65,
65,
64,
64,
64,
64,
64,
64,
64,
64,
64,
65,
64,
64,
65,
64,
64,
64,
65,
64,
65,
64,
64,
64,
64,
64,
65,
64,
64,
64,
64,
65,
65,
64,
64,
65,
64,
65,
64,
64,
64,
64,
65,
64,
65,
64,
64,
64,
65,
64,
64,
64,
65,
65,
64,
65,
64,
65,
65,
64,
64,
64,
64,
65,
64,
64,
65,
64,
63,
64,
61,
58,
54,
49,
46,
42,
39,
35,
31,
27,
24,
20,
18,
15,
11,
8,
5,
3,
0,
-2,
-4,
-7,
-10,
-12,
-14,
-16,
-18,
-20,
-23,
-25,
-27,
-29,
-30,
-32,
-34,
-35,
-37,
-40,
-41,
-43,
-44,
-45,
-46,
-48,
-49,
-51,
-52,
-53,
-54,
-56,
-56,
-57,
-59,
-60,
-61,
-61,
-63,
-64,
-65,
-66,
-66,
-67,
-68,
-69,
-70,
-70,
-72,
-72,
-73,
-74,
-75,
-75,
-76,
-77,
-76,
-77,
-78,
-78,
-79,
-80,
-80,
-80,
-81,
-81,
-82,
-82,
-83,
-84,
-84,
-84,
-85,
-85,
-86,
-86,
-86,
-86,
-87,
-88,
-88,
-88,
-88,
-89,
-89,
-89,
-89,
-90,
-90,
-90,
-90,
-90,
-92,
-91,
-91,
-92,
-92,
-93,
-92,
-92,
-93,
-93,
-94,
-93,
-93,
-93,
-94,
-94,
-94,
-94,
-94,
-95,
-95,
-95,
-95,
-95,
-96,
-95,
-96,
-96,
-96,
-96,
-96,
-96,
-96,
-96,
-96,
-96,
-97,
-97,
-97,
-97,
-97,
-97,
-96,
-96,
-97,
-97,
-96,
-97,
-97,
-98,
-97,
-97,
-97,
-98,
-98,
-98,
-98,
-98,
-99,
-98,
-98,
-97,
-98,
-99,
-98,
-98,
-99,
-98,
-98,
-98,
-99,
-98,
-98,
-99,
-99,
-99,
-98,
-98,
-99,
-99,
-99,
-99,
-98,
-99,
-100,
-99,
-99,
-99,
-99,
-99,
-99,
-98,
-99,
-99,
-99,
-99,
-100,
-99,
-99,
-99,
-100,
-100,
-99,
-100,
-100,
-99,
-100,
-99,
-99,
-99,
-99,
